S.no,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,course_id,professor,department,Quality,Difficulty,Comment
1499,0.0,0.873,0.127,0.7496,0.006902636960148811,0.10483970493078232,0.8882576823234558, ECON152, Andrew Finley ,Economics department,5.0,4.0,"A very organized Professor who really knows his stuff. He makes handouts for every single chapter that make it really clear what he will be testing you on. He is also really good about providing assistance outside of class if you need it. If you put in the work, you'll get the grade you want."
1500,0.0,0.706,0.294,0.9659,0.0017490017926320434,0.02578130178153515,0.972469687461853, ECON152, Andrew Finley ,Economics department,5.0,4.0,"Definitely take Finley for Tax Planning. He was once a Tax Professional, so this is his area of expertise, and he truly displays it. His handouts in class very clearly outline what we need to know, and he has an organized style of teaching. He had super helpful office hours and he is really willing to help students who reach out. Highly recommend!"
1501,0.037,0.773,0.19,0.7585,0.14799974858760834,0.5055713653564453,0.34642884135246277, ECON086, Andrew Finley ,Economics department,2.0,4.0,He's still a new prof. Could definitely spice up his teaching style. Cannot tell what is or isn't important based on lectures. I feel like if I went to more office hours I would've had a better idea of what he expected.
1502,0.194,0.78,0.026,-0.9336,0.9642395973205566,0.0315181240439415,0.004242178983986378, ECON86, Andrew Finley ,Economics department,1.0,5.0,1) HE IS THE WORST! LITERALLY.  2) DO NOT TAKE HIM IF YOU WANT TO PURSUE AN ECON/ACCOUNTING DEGREE. 3) HE READS OFF THE SLIDES AND EXPLAINS NOTHING 4) HIS HOMEWORKS ARE ONLINE AND ARE 100 TIMES HARDER THAN WHAT HE TEACHES IN CLASS 5) HE WONT CURVE THE CLASS EVEN IF AVERAGE GRADE IS A FAIL 6) TOO HARD FOR AN INTRO CLASS 7) RUINS GPA
1503,0.024,0.707,0.269,0.9538,0.008452137000858784,0.05671994388103485,0.9348279237747192, CHEM14,Anthony Fucaloro ,Chemistry department,4.0,1.0,"Fucaloro explains concepts somewhat pretty clearly and there's times where he'll go on a tangent, but overall, a great prof. The exams were extremely easy, and you don't need to even read the textbook. He tells you exactly what's on the exam. If you show up to class and pay attention, it's an easy A."
1504,0.0,0.913,0.087,0.7003,0.47735917568206787,0.37476736307144165,0.1478734314441681, CHEM121,Anthony Fucaloro ,Chemistry department,2.0,1.0,"Fuc is funny and getting an A in pchem was easy - just two open note exams. That's it. And you're allowed to ask questions on them. However, it was grueling because I didn't learn single thing and all you rely on is notes. He doesn't really teach- just writes his notes on the board in barely legible handwriting and his office hours are his phone #"
1505,0.0,0.763,0.237,0.9544,0.018954375758767128,0.11283218860626221,0.8682134747505188, CHEM014,Anthony Fucaloro ,Chemistry department,3.0,2.0,"Fuc is very lecture heavy, which worked pretty well for me, but it's not for everyone. He's not very accessible (no office hours) but he does give you his phone number, and I've talked to him after class a few times and he's always been nice. Wouldn't say he's the best prof but he's not horrible. Also, he gives you last year's test as a study guide"
1506,0.03,0.829,0.141,0.8196,0.006131194997578859,0.05855308473110199,0.935315728187561, CHEM014,Anthony Fucaloro ,Chemistry department,2.5,1.0,"The midterms and final for this class are so easy. He literally gives you a ""study guide"" that will look very very very similar to the test so take it very seriously and try to learn exactly what's on it. Do the homework because it counts for credit. Study his handouts because they are very useful and essential for passing tests."
1507,0.196,0.596,0.209,0.1531,0.8952093124389648,0.08877267688512802,0.01601807400584221, CHEM014,Anthony Fucaloro ,Chemistry department,1.5,4.0,"Hands down the worst prof I've had at CMC. Great teacher if you're a chem genius, if not you're out of luck. Is aggressively unhelpful and ridicules those who ask for clarification or extra help."
1508,0.147,0.776,0.078,-0.1531,0.033759575337171555,0.3806530237197876,0.5855873823165894, CHEM14,Anthony Fucaloro ,Chemistry department,3.5,2.0,"If you pay attention in class and ask questions when you're unclear, you'll do fine. He tests directly from his notes."
1509,0.0,0.79,0.21,0.7269,0.009393470361828804,0.08064626902341843,0.9099602699279785, CHEM13,Anthony Fucaloro ,Chemistry department,4.5,1.0,Love this guy. Literally you just need to copy the notes from the board into your notebook and you will be prepared for the exams.
1510,0.129,0.69,0.181,0.3384,0.6405625939369202,0.26694929599761963,0.09248803555965424, CHEM14,Anthony Fucaloro ,Chemistry department,1.5,2.0,"Boring lectures. He makes fun of people and answers questions with rhetorical questions. Although you may hate him, you will realize when you get a different professor how good Fucaloro was actually. His tests are very straight forward"
1511,0.136,0.494,0.37,0.5859,0.8506063222885132,0.13701684772968292,0.01237680297344923, CHEM14,Anthony Fucaloro ,Chemistry department,1.0,5.0,no help at all. makes fun of people who ask questions.
1512,0.356,0.644,0.0,-0.7424,0.9567559957504272,0.038537751883268356,0.004706195089966059, CHEM14,Anthony Fucaloro ,Chemistry department,1.0,4.0,Terrible at explaining. Notes are disorganized and lectures hard to follow. Completely self taught by the book. Not recommended.
1513,0.14,0.763,0.097,-0.5602,0.9188371300697327,0.07367909699678421,0.007483797147870064, CHEM14,Anthony Fucaloro ,Chemistry department,1.5,4.0,"Booooooo.  I did not like Fuculoro at all.  I could actually rant about this.  He might as well have openly told us that he didn't care about us learning at all.  Yes, it is easy...so take it if that is all you want. But if you want to actually learn, your wasting your time is his class."
1514,0.021,0.601,0.379,0.9641,0.005992448423057795,0.019970275461673737,0.9740372896194458, CHEM014,Anthony Fucaloro ,Chemistry department,4.5,2.0,Best Chemistry teacher i have ever had.  He is amazing and hysterical.  He tells you exactly what will be on the test  wants you to do well.  He sneaks funny side comments in what make the class entertaining.  HIGHLY RECOMMEND
1515,0.0,0.767,0.233,0.8176,0.00490450207144022,0.0696980357170105,0.925397515296936, CHEM15,Anthony Fucaloro ,Chemistry department,5.0,1.0,"What can I say, the man is a legend. He answers his cell phone in class, that's how dedicated he is to his students. A true modern renaissance man with an old Italian charm."
1516,0.15,0.674,0.176,0.0032,0.16551992297172546,0.2312944531440735,0.6031855940818787, CHEM15L,Anthony Fucaloro ,Chemistry department,4.0,1.0,"I took Fuc second semester and it was not only much more interesting than Zanella's class, but much easier. He gives you templates for exactly how to solve problems - unless you're a lazy ass - you should be acing his tests. Doesn't take attendance, but if you don't go, youll miss the answers. Honestly, didn't pick up my text book more than 5 times"
1517,0.147,0.673,0.18,0.4019,0.44573912024497986,0.33776697516441345,0.21649394929409027, FHS10,Anthony Fucaloro ,Chemistry department,2.0,1.0,"Fucaloro may be good at chemistry, but he is the worst seminar leader. His class was mostly just him rambling about his own opinions and going off into random complicated chemistry problems. Not really an FHS class at all. On the plus side, he's hilarious and the class was super easy, you almost didn't even have to come and there's no homework."
1518,0.0,1.0,0.0,0.0,0.11661076545715332,0.5194007158279419,0.36398857831954956, CHEM14,Anthony Fucaloro ,Chemistry department,4.0,1.0,"really easy...u'll be dissapointed if you don't get him for chem14.  take him at all costs to ur schedule.  just understand material and u'll get an A, he'll basically give you the tests the day b4 class"
1519,0.0,0.741,0.259,0.9232,0.003593645989894867,0.020843829959630966,0.975562572479248, CHEM014,Anthony Fucaloro ,Chemistry department,4.5,2.0,Fucaloro is AMAZING!! If you have the opportunity to have him as a teacher take it. He teaches you what you need to know not all the other unnecessary material. Short and to the point!!! I wish I had him for Chem 015 as well.
1520,0.082,0.76,0.158,0.6208,0.018001163378357887,0.08268638700246811,0.8993123769760132, CHEM121,Anthony Fucaloro ,Chemistry department,3.5,1.0,"Easiest class I've had. Great lectures! The hw was a bit hard, but the take home tests weren't bad at all. Just write down what he says in lecture word for word. If the tests had been in-class... this would have been difficult but as it was...easy."
1521,0.0,0.721,0.279,0.8516,0.0020418462809175253,0.018141886219382286,0.9798163175582886, CHEM15,Anthony Fucaloro ,Chemistry department,3.5,3.0,"Good teacher, fair tests that are very straightforward. I took Purvis-Roberts first and he was amazing after her! I would highly reccomend his class, it is very math based."
1522,0.0,0.697,0.303,0.9743,0.03406820446252823,0.14283758401870728,0.8230942487716675, CHEM15,Anthony Fucaloro ,Chemistry department,4.5,1.0,"Great guy.  By his own admission he teaches to the tests.  He is very organized and very easy to understand.  He will teach you everything you need to know.  I understood his class much better than my chem 14 with williams, but I like williams better than fuc.  Fuc is funny, but if you don't understand he is not very willing to help you, but its ez"
1523,0.109,0.334,0.557,0.8545,0.004681140184402466,0.04327606409788132,0.952042818069458, INTROCHEM,Anthony Fucaloro ,Chemistry department,3.5,1.0,"Easy tests, very sarcastic and entertaining, makes fun of students, fair grader"
1524,0.162,0.729,0.109,-0.5106,0.7291205525398254,0.23375394940376282,0.03712540492415428, INTROCHEM,Anthony Fucaloro ,Chemistry department,1.0,5.0,Love this subject but this guy has no idea to teach to anyone who has a different learning style.  If you only need one explanation then you are fine but your screwed if you need another exlanation.
1525,0.0,0.477,0.523,0.6588,0.002734497655183077,0.027067432180047035,0.9701980352401733, CHEM1216,Anthony Fucaloro ,Chemistry department,5.0,3.0,"All in all, a great teacher!"
